id,loss
1241,4112.643
1243,1869.0991
1244,1209.4314
1245,3892.308
1277,4911.327
1279,3008.06
1292,13416.133
1293,1508.4227
1299,10460.197
1304,2663.8745
1313,3556.357
1328,2463.414
1330,1254.6453
1334,1607.815
1335,1380.8801
1336,6195.2573
1341,920.76434
1344,946.65564
1351,933.796
1352,2448.0383
1354,1503.634
1368,4161.5757
1373,1662.1857
1375,783.6732
1381,1467.7673
1384,4274.945
1385,3890.8733
1388,5215.0234
1401,6251.4966
1402,2522.4453
1404,1472.2151
1406,1323.2263
1409,937.52625
1422,1652.3523
1429,3337.3066
1433,6147.552
1438,1096.04
1444,1017.78754
1446,975.806
1450,1161.2305
1451,837.1925
1454,1902.5548
1458,2508.1243
1461,3917.5242
1464,5795.016
1465,953.92413
1478,1941.4163
1479,1762.8433
1480,2551.2026
1484,1898.351
1486,826.53107
1488,785.46265
1489,3166.8188
1491,1029.4939
1507,2186.0654
1515,2122.0308
1519,2819.8643
1528,1929.4517
1529,908.25684
1530,3514.6995
1532,1083.971
1541,1744.0061
1542,3206.6777
1547,1246.3351
1549,1017.60126
1553,3149.2544
1554,3011.2295
1555,1233.5049
1559,1622.8936
1565,1611.606
1568,1192.3547
1576,3669.025
1579,826.8406
1592,906.2261
1596,3759.6768
1605,997.3287
1607,1548.2183
1612,1803.2905
1617,2928.9336
1619,2277.519
1620,9214.104
1624,2390.6936
1627,1346.1661
1633,1891.783
1636,1370.9375
1639,1066.7368
1640,4065.3203
1644,1064.5015
1646,1536.3514
1647,2533.615
1654,1412.3793
1655,3575.164
1664,5783.178
1665,2231.9119
1667,5047.6216
1669,1152.3849
1678,1915.5851
1682,1702.7246
1689,982.9506
1690,2862.6597
1693,6318.484
1695,812.26996
1705,2347.4277
1706,3143.9717
1708,2675.2007
1716,1936.7765
1720,7576.1587
1722,1601.5662
1749,4219.392
1750,1532.1582
1751,5543.3833
1760,3003.0667
1763,3565.442
1770,1569.4109
1777,1906.89
1785,4776.501
1791,918.26385
1794,5031.4546
1800,1124.5679
1816,1389.1915
1817,1075.5944
1821,3440.2422
1836,1233.8508
1838,1837.7484
1851,1658.456
1852,2508.708
1854,2417.4558
1856,828.6874
1865,777.63617
1872,1095.2472
1878,781.6157
1880,1024.3446
1881,1347.2722
1882,1688.7747
1886,852.9723
1892,1620.6968
1894,2764.696
1898,3007.1724
1899,2272.2266
1902,1265.2633
1903,3821.6736
1906,1975.3567
1910,2214.5679
1911,1844.187
1914,3650.5876
1929,3386.27
1932,1597.157
1952,890.01636
1959,1274.8989
1960,1991.0244
1976,3779.738
1980,3146.9333
1981,1769.0358
1987,1954.3563
1994,1620.4744
2000,1249.0667
2008,2051.561
2011,2108.2524
2012,5255.758
2019,1846.729
2022,3188.7686
2024,8736.621
2028,1164.027
2030,3867.474
2031,9197.435
2047,1772.9675
2049,791.5266
2050,1572.4901
2051,4204.9717
2056,1995.6069
2057,1038.5094
2059,2566.2495
2069,3629.2622
2085,1714.2815
2089,933.4381
2090,1925.0067
2101,2761.412
2114,2451.849
2115,1508.0862
2118,1235.6375
2119,2279.6138
2125,1798.4197
2128,3767.3672
2129,1637.7687
2132,1753.228
2133,2482.0698
2135,774.557
2136,1804.9338
2143,1142.7942
2144,1147.1593
2145,3013.6462
2152,1707.9612
2160,3641.313
2166,1594.8212
2169,1186.2861
2170,1593.8362
2172,1671.9023
2181,1418.418
2183,1541.6058
2185,2864.5747
2188,2598.7483
2189,2049.249
2194,3984.7922
2202,1518.3511
2208,2400.6133
2227,1556.8899
2230,5920.93
2235,1812.243
2236,1867.2859
2244,7229.8765
2248,1385.764
2252,1560.9922
2254,1798.3538
2260,5321.8364
2263,1954.8584
2274,1570.9541
2277,1040.6204
2279,6632.2
2280,11113.791
2283,2637.5205
2284,835.2751
2288,3363.7617
2292,1948.6787
2295,5512.747
2296,1145.4517
2299,2573.5164
2315,6719.0728
2318,1531.8772
2329,11258.713
2337,1661.8381
2340,1047.721
2342,1702.5939
2347,2823.4634
2349,4889.9985
2354,1183.142
2361,2622.213
2370,1454.2664
2378,2891.0037
2382,3953.6313
2387,1803.2269
2389,1941.6968
2394,1368.0652
2396,1973.2782
2400,2855.3252
2407,2690.2205
2414,1253.1152
2415,1851.697
2421,2196.8123
2427,1652.8416
2428,3283.7207
2430,2685.8188
2435,2153.3296
2445,5309.123
2446,1820.2565
2447,1274.8013
2449,2219.7798
2451,1925.0513
2458,14070.756
2462,11615.357
2463,2540.535
2467,2552.444
2471,5388.216
2475,2151.73
2478,2541.6536
2483,5975.6987
2485,1053.19
2487,1149.1805
2494,774.0935
2497,2245.1475
2499,1548.2018
2503,1563.3213
2513,2824.067
2515,2119.2961
2522,1394.0127
2523,1486.5157
2528,3150.7734
2532,4871.6377
2536,868.83527
2538,1599.4445
2539,904.3406
2540,2226.4546
2545,5340.887
2548,1306.8855
2549,832.6029
2553,2340.539
2563,1602.4779
2566,1970.7795
2574,1304.2776
2575,2892.256
2584,2887.4749
2588,2601.06
2589,1039.9747
2592,1760.0582
2596,1608.3596
2598,1744.669
2602,1021.3834
2603,1521.4873
2607,2387.1233
2609,1470.5986
2611,5944.862
2627,1600.8556
2628,1854.9678
2630,2974.2073
2633,2253.087
2636,7329.275
2640,889.6122
2641,1123.791
2657,4526.6753
2659,1067.1979
2662,1088.0942
2663,1883.0916
2667,2254.6807
2670,924.0958
2682,2080.956
2694,3424.609
2699,5788.966
2700,3326.87
2703,5786.4272
2708,1799.762
2714,885.2592
2725,795.4951
2726,1057.3142
2727,981.9566
2732,2281.0967
2733,5867.86
2736,5497.133
2745,2472.9285
2760,1373.4858
2764,1891.317
2765,5823.334
2766,775.8321
2775,1439.6716
2783,1733.716
2784,945.3229
2786,1993.8766
2801,1215.559
2803,1798.9636
2813,5268.2983
2815,7309.384
2816,1405.1941
2818,2505.724
2819,2895.101
2822,1246.3738
2825,1598.375
2826,1392.1428
2830,1586.8259
2834,1446.1146
2835,5614.314
2856,2610.79
2873,6222.3755
2886,7026.87
2892,3029.754
2896,961.58057
2897,895.2771
2899,2106.4243
2901,1111.4783
2909,6098.5796
2914,3568.3423
2915,1256.4559
2916,2538.9648
2919,887.7107
2926,2250.71
2927,2545.0732
2933,1487.125
2934,2909.2915
2941,1831.5488
2942,1940.8691
2946,2704.0847
2949,2570.4902
2952,1607.2955
2957,9978.033
2962,2349.125
2963,840.4396
2965,2052.617
2966,7110.026
2971,3069.1414
2975,783.3907
2979,912.39923
2985,8206.507
2995,2746.3772
2996,1409.0371
3001,3636.94
3007,3048.5452
3008,1025.649
3014,3725.8413
3017,10639.135
3021,1327.4868
3025,2690.083
3026,1185.6428
3034,2431.518
3035,2441.0928
3044,2715.925
3046,3658.4197
3047,4551.1475
3057,2836.1045
3059,6069.405
3063,5608.835
3065,1278.5759
3067,2240.499
3069,1352.7864
3076,3167.2534
3086,1197.6627
3088,2129.6584
3090,1946.2666
3096,2706.0762
3100,972.6771
3102,2208.4363
3103,2797.458
3107,1001.81573
3118,1141.9651
3120,4728.1797
3123,2104.6782
3128,1139.1432
3132,1691.206
3140,1846.6621
3152,2290.7305
3165,2463.3127
3183,1539.4851
3190,979.9972
3197,2295.4712
3201,1198.054
3203,2049.199
3214,2339.3599
3219,2167.075
3220,1274.4784
3221,4193.2344
3229,1890.6797
3234,1126.1907
3235,3663.1218
3240,1915.0269
3241,1714.3259
3249,2151.7515
3254,795.55334
3264,3297.0376
3266,2639.6042
3270,845.29517
3282,1500.3169
3285,1785.0908
3289,1106.2704
3291,1629.373
3295,1467.6643
3299,899.5088
3302,1359.6353
3303,6058.786
3308,3727.5747
3309,4521.346
3324,1716.8733
3327,4623.2915
3330,4191.916
3335,1278.2903
3339,1650.4875
3340,2706.7979
3343,1863.8147
3350,3013.437
3353,1723.2915
3356,8142.2036
3361,2768.082
3368,966.53345
3376,1401.3331
3381,1248.1965
3383,2807.6716
3397,3984.7341
3403,2380.0522
3405,1848.5784
3410,1520.3228
3412,2794.7744
3416,3164.1797
3417,1654.843
3423,3058.6401
3427,6534.073
3435,3190.1963
3439,1137.0706
3441,2912.6753
3450,1608.5929
3453,884.04565
3454,1264.188
3458,8912.734
3459,2256.503
3467,4411.0796
3469,5684.207
3477,945.176
3478,9118.599
3482,887.7141
3484,5790.188
3506,2512.7087
3515,6812.9014
3522,4047.1187
3523,1761.0446
3526,1016.61194
3532,1351.6495
3534,1851.3096
3537,1117.7026
3539,972.203
3542,4359.9116
3545,1052.0101
3552,1415.4926
3554,1265.7485
3573,2087.8433
3576,1060.8928
3577,3218.46
3580,1610.8596
3583,1337.3385
3584,1557.74
3609,1259.2451
3613,5482.729
3623,2436.2515
3624,3560.2373
3638,8272.243
3642,1967.5378
3643,2000.5071
3647,1578.1716
3653,2011.8379
3654,4304.3735
3656,1477.2784
3658,829.81885
3659,3831.288
3663,6907.7593
3664,3375.7954
3666,906.5912
3681,1238.2427
3689,2948.8423
3694,2309.073
3695,1432.2551
3699,1798.9087
3701,1603.2391
3704,3503.7712
3721,1155.7997
3726,5143.7544
3727,2677.2725
3729,2493.032
3731,4804.106
3738,1212.3373
3740,3328.4824
3744,2048.165
3757,1036.0789
3758,839.9489
3778,1659.699
3781,4591.948
3790,6528.4395
3796,896.8406
3798,7557.7124
3804,950.76917
3813,973.69403
3814,1273.7104
3815,2585.887
3818,1992.8076
3823,2980.704
3826,8074.206
3831,1542.144
3834,3264.888
3835,2777.7524
3849,2769.7139
3850,2579.7354
3855,2222.6426
3864,2258.6125
3867,2516.6074
3871,1121.6365
3879,1728.0056
3880,3186.5867
3882,5558.4062
3884,9514.51
3893,1705.2048
3895,1430.4287
3901,3578.2236
3903,987.64044
3913,1640.3624
3921,2303.9043
3929,2544.4753
3947,818.74164
3962,2009.499
3963,980.5544
3966,1855.6252
3975,2199.0735
3976,6100.0015
3977,2685.0415
3978,1264.6559
3979,1001.02295
3983,2187.1313
3985,848.57324
3989,8935.412
3992,1769.4233
3995,2083.5098
4008,2374.984
4013,1459.799
4029,2110.0981
4035,3028.1196
4040,2119.8862
4048,805.7927
4060,1922.9268
4066,1364.0781
4075,915.3609
4079,2107.3545
4083,1091.4785
4091,1665.1193
4092,6707.932
4093,2665.6426
4098,2982.5515
4108,1290.9869
4109,818.5072
4110,2736.5942
4116,2670.5862
4129,1619.5874
4130,4139.5146
4140,2518.6792
4146,1692.2285
4150,4806.6704
4151,7827.761
4153,1261.1
4169,6328.612
4170,2363.5952
4179,1595.2692
4183,4264.981
4188,2866.6477
4190,1601.8457
4193,1680.3638
4201,9093.926
4205,1474.2194
4210,2895.291
4226,2425.1912
4229,1723.0735
4241,2822.4448
4242,1412.8075
4257,3542.252
4258,781.8563
4260,2581.3708
4263,5166.001
4267,943.74585
4273,2508.4722
4274,1565.436
4277,1021.2284
4281,1688.2014
4283,5616.556
4293,2456.103
4294,1398.0752
4305,3856.33
4307,3012.29
4318,1821.0825
4325,2507.9065
4327,4439.2573
4332,3661.4233
4335,4491.813
4336,3805.4924
4337,775.98553
4339,4809.4126
4343,1412.1104
4346,941.30383
4348,1592.4788
4350,3827.4463
4358,1907.2155
4359,2300.0784
4363,1992.6606
4366,4423.8296
4374,886.15137
4375,2117.868
4377,1094.4302
4393,3246.7085
4395,2309.4478
4400,1113.0632
4402,6702.47
4404,8233.893
4415,2581.7002
4418,1556.1194
4422,1549.1877
4430,1628.49
4432,1887.4293
4433,1028.1995
4435,6555.3853
4438,1918.3252
4444,2199.7905
4447,2043.778
4451,5121.903
4452,1910.4506
4457,1585.7688
4459,3783.5066
4469,901.03986
4471,8607.044
4486,1001.62976
4488,2264.0183
4510,1681.7188
4515,992.23596
4527,3810.4468
4530,1030.2234
4534,805.43774
4535,3495.03
4536,1488.3011
4548,2751.3384
4549,1777.4565
4551,5168.068
4556,2786.289
4559,783.0095
4564,1420.3254
4570,4086.2927
4575,8595.954
4584,3480.4248
4585,3535.5164
4591,1703.3538
4592,2591.949
4593,1907.0034
4594,1059.0695
4598,1009.06995
4607,2732.734
4608,850.1946
4620,2475.9717
4621,3552.226
4625,2805.8035
4635,2786.6953
4638,5611.794
4652,2852.2412
4657,3377.3071
4658,2125.0806
4666,5684.014
4672,1053.3854
4676,3219.7783
4680,1088.0399
4681,6785.6875
4683,2805.7554
4684,1144.2439
4689,2643.9883
4690,2706.4937
4692,1842.7013
4697,1931.3479
4700,1589.8164
4705,18620.445
4721,1632.8352
4726,1881.0056
4729,820.7467
4731,4464.1606
4736,1901.1732
4739,1971.0266
4740,1894.3704
4753,1350.4615
4754,2493.412
4755,4554.808
4756,1103.3962
4759,1757.8386
4764,1353.5784
4771,3404.275
4772,1680.04
4776,797.97736
4780,2727.391
4784,1688.9849
4786,1527.3977
4787,3490.4463
4789,1075.3673
4794,1845.829
4800,1979.8785
4807,3262.5757
4813,10310.305
4818,2425.208
4823,11351.866
4824,2043.8296
4829,2573.2285
4830,1021.66846
4835,3013.3538
4844,1593.569
4845,1655.6838
4846,2692.643
4847,831.46783
4854,3187.5378
4857,3090.7441
4861,842.7944
4863,1052.0181
4866,3548.372
4869,4655.5825
4871,1452.2571
4872,2207.4255
4875,2421.275
4877,7173.2324
4878,872.9275
4885,1925.4412
4886,1461.8435
4888,4054.705
4890,1319.4985
4896,1227.3715
4899,2655.568
4913,800.62
4916,1945.9109
4920,3321.7507
4925,3300.8103
4934,2104.707
4941,2409.294
4946,1158.6207
4954,2974.8945
4956,1247.8923
4958,6020.7417
4965,1102.8878
4966,1166.9445
4970,2625.1118
4977,1878.1814
4980,2602.5947
4984,2427.2927
4995,972.2925
4997,2606.5332
4999,1797.8749
5005,3956.0164
5011,1635.3765
5015,2531.6353
5016,2213.504
5019,3034.7188
5024,2255.85
5030,2114.9487
5031,1817.2595
5034,2131.1804
5047,10955.371
5048,2492.6277
5052,1564.6833
5061,1953.7583
5062,17436.852
5067,3682.6328
5068,4418.6836
5077,1291.2709
5079,2617.6008
5090,3252.3423
5094,1883.9104
5103,2094.895
5104,918.5735
5106,1885.6268
5107,2173.1826
5110,1150.4685
5114,1501.8596
5116,4379.0474
5121,6198.694
5122,2710.3306
5124,1085.1154
5132,4035.4604
5133,1964.9932
5138,2334.3792
5143,3412.896
5153,1755.096
5154,1622.9539
5155,1146.3586
5160,1821.9431
5169,3976.3608
5172,4122.1055
5173,3855.5664
5179,903.4388
5182,3225.7163
5187,1041.0068
5192,2985.9373
5211,1337.7312
5213,2717.7002
5219,870.52246
5225,2083.0486
5226,1137.0574
5227,4755.1006
5228,1941.4988
5239,3486.7646
5241,1297.1547
5244,2105.0312
5248,3689.4612
5260,1387.0071
5266,1090.1155
5273,1829.6226
5280,6237.8184
5298,5382.936
5300,1245.9897
5306,3277.9753
5307,1214.9937
5311,4222.34
5316,1162.2808
5323,858.3203
5332,1669.9331
5336,1810.5018
5338,1126.1659
5342,2690.4033
5347,1246.9976
5355,4074.6108
5357,1863.3247
5362,1175.811
5363,1458.34
5364,1034.5826
5366,4310.69
5374,4753.961
5375,781.3939
5379,3265.8809
5380,2241.647
5383,891.0012
5385,1427.8975
5390,2496.8774
5393,5426.5747
5398,1489.2146
5411,2538.9888
5414,824.44653
5429,1415.1616
5432,9206.58
5436,1052.2823
5437,5381.284
5439,1346.1764
5440,3949.7812
5449,1547.6355
5458,1203.8318
5460,996.5195
5462,1119.2866
5463,2585.1138
5465,2280.083
5467,2579.98
5475,3433.5422
5483,1912.0637
5485,1309.1719
5489,1971.3263
5493,2859.6338
5497,838.40173
5501,1526.893
5506,1244.8909
5507,1538.2852
5510,2867.0757
5524,3940.916
5531,1237.9708
5542,4167.3105
5543,2251.2832
5544,5402.549
5552,1390.282
5560,2080.554
5563,4163.688
5573,2682.7458
5579,1241.8813
5584,4076.6418
5585,11456.14
5594,1646.4568
5595,1714.7152
5597,1926.6495
5598,1545.594
5604,1637.0408
5606,1554.9023
5610,1139.6484
5615,4656.4707
5631,1080.2549
5637,1585.1627
5646,1582.8821
5656,3268.2476
5658,10267.874
5666,1655.7598
5668,2078.2673
5673,1253.4014
5680,1276.2627
5691,3249.6353
5692,6092.9893
5693,2069.1414
5697,2972.2827
5698,1919.7466
5700,2119.1133
5704,2079.5312
5705,1628.2445
5707,983.3469
5710,890.41736
5716,944.05554
5720,1354.2361
5722,2345.5679
5727,2316.6113
5733,1393.5522
5737,2604.3352
5742,4068.601
5747,810.3986
5760,2900.4688
5774,1505.9392
5788,5269.4
5796,1871.6191
5797,1416.4124
5800,2871.7852
5812,1592.4199
5814,1062.399
5818,954.597
5819,3926.6562
5823,4519.058
5826,3349.503
5830,1681.051
5831,1695.0508
5846,2298.4885
5864,2110.3928
5869,778.1283
5870,3826.1135
5879,1231.5829
5883,10831.358
5886,1223.1907
5889,5285.976
5904,1877.4697
5905,1125.2993
5910,2384.1514
5911,1777.6392
5914,1848.6553
5915,1430.201
5920,932.88226
5925,1877.2129
5926,1618.6831
5934,2614.3633
5939,3376.9253
5941,819.3004
5943,1023.00214
5949,3748.559
5961,1986.0151
5965,3633.136
5966,2420.7366
5969,805.8081
5970,2190.2056
5978,3273.2441
5979,2704.3955
5983,1430.9192
5985,6834.1235
5989,1378.2212
5997,1544.9417
6004,2263.3872
6010,4265.7354
6013,1615.5386
6019,1792.4753
6020,1331.7062
6032,1262.7375
6036,5329.8013
6037,6017.948
6039,1554.076
6050,1942.5912
6051,1430.4589
6053,4366.7935
6057,1801.5839
6059,1299.1992
6067,3948.56
6068,1388.3224
6075,1466.1157
6078,828.2817
6079,4365.481
6080,3775.7441
6082,5253.3823
6084,1229.1858
6091,3580.369
6092,1136.1062
6093,4983.3286
6096,1467.0061
6102,1869.794
6105,1926.6536
6116,1843.1438
6122,827.58105
6126,914.8204
6131,5649.8296
6140,4827.6655
6141,1379.1262
6146,878.90375
6147,2832.7583
6157,2560.3096
6162,2539.0618
6163,2435.4102
6165,2829.3086
6170,7455.6167
6208,1457.1982
6216,4252.9263
6218,1714.4789
6223,2066.179
6224,1909.1002
6227,2042.0442
6240,11869.221
6241,1356.2905
6246,1191.0984
6248,4235.3745
6249,1111.4677
6255,1765.8291
6261,2864.239
6262,7206.929
6269,1688.8291
6271,2214.0464
6278,2574.8235
6284,1601.0332
6285,1170.3947
6287,1137.519
6288,2390.9922
6291,2276.5283
6296,898.4501
6297,3355.3867
6304,1594.29
6309,2591.9365
6310,986.32745
6311,2248.6577
6316,1599.5498
6319,1515.6489
6332,10588.066
6335,6325.281
6336,1249.6694
6341,1065.2529
6359,1250.3076
6369,2439.002
6375,774.431
6378,4225.9175
6380,3515.2983
6385,10959.695
6387,7141.811
6391,3133.4326
6392,808.1912
6393,2337.6216
6400,884.2523
6411,3026.3438
6415,2112.629
6416,2546.855
6419,4490.263
6421,1425.3826
6432,2548.254
6438,1514.2233
6444,998.00244
6445,1502.6401
6446,1319.9536
6448,7818.4893
6452,1453.9268
6459,1846.925
6470,4349.084
6475,850.4834
6484,2807.1665
6492,2543.0598
6502,1971.1641
6505,1070.7142
6506,1972.679
6513,1607.1709
6514,3477.2031
6524,4391.7983
6525,789.7566
6528,1587.0984
6529,10158.404
6531,1671.5063
6538,1904.7688
6541,4149.392
6546,2646.9458
6553,952.20667
6563,807.3607
6567,1899.8203
6586,5805.2764
6588,2521.6946
6589,4870.3726
6591,3557.6804
6596,1187.7684
6607,1759.8132
6613,12317.646
6615,2087.462
6625,1262.2462
6629,3286.7954
6630,2604.1653
6632,1238.6984
6640,822.8651
6645,3176.0867
6648,2883.0269
6656,1719.7737
6658,2288.5952
6661,1490.7318
6663,1765.2634
6665,2846.1958
6673,1689.1235
6676,1461.5168
6681,1158.2832
6683,1525.8462
6684,802.0975
6695,1156.6814
6697,1839.2434
6700,2913.6619
6702,1187.1523
6703,1293.6176
6704,4230.936
6712,4644.1753
6716,5555.7485
6723,1460.3591
6733,3748.225
6734,2246.7954
6739,3846.124
6743,776.27
6746,1478.6754
6756,1429.3302
6758,1383.9697
6765,1291.6832
6772,2192.0757
6776,3865.0093
6777,1496.2114
6784,3142.0476
6785,1174.5303
6788,1656.8252
6790,1845.0857
6792,1029.6844
6797,1151.6027
6802,2692.2234
6806,1055.8955
6808,994.77515
6809,4070.6921
6810,1507.3479
6814,1379.9934
6815,3385.3096
6819,804.5436
6824,2356.1167
6830,1684.8245
6835,6135.5376
6838,1925.2021
6845,5393.153
6846,1214.72
6847,3324.8633
6848,6493.8345
6849,4060.1882
6864,8809.926
6869,1729.4056
6870,1528.1134
6876,1311.6329
6878,2381.8462
6890,8249.354
6892,4811.886
6899,1324.41
6906,1393.604
6908,1252.6814
6912,2442.7534
6913,1081.4333
6925,1172.6589
6932,1856.9254
6935,1447.553
6939,1488.7754
6946,2815.603
6950,969.2689
6963,1190.9991
6972,5520.071
6974,821.9836
6978,3458.7065
6979,795.5648
6985,2742.9465
6989,3470.8882
7005,861.17303
7007,2116.4768
7009,5002.428
7015,810.47375
7036,3359.0686
7047,3008.2935
7049,1254.4287
7054,3051.8425
7056,7249.9536
7058,877.09607
7061,1223.8735
7064,1296.6093
7066,1594.4742
7069,790.34717
7085,1415.6384
7086,7033.7275
7096,1367.3353
7103,11060.447
7122,1808.4637
7125,4891.6997
7126,911.5432
7130,1365.216
7134,5939.8647
7135,1038.0979
7140,3668.0984
7145,1137.7831
7148,2394.8599
7151,5991.0894
7156,5224.273
7157,1666.2511
7161,2682.37
7163,2363.5325
7168,929.38196
7170,6139.133
7174,884.97125
7175,8757.012
7199,1237.5259
7200,5237.3477
7203,2373.0083
7209,1314.8386
7210,10218.952
7215,1311.2178
7240,3673.4973
7241,1603.9316
7248,1889.8591
7253,5255.886
7260,3435.766
7262,1393.9906
7264,3122.4517
7265,2075.721
7267,4329.9507
7268,5681.471
7269,2739.3975
7270,2509.284
7271,825.38947
7274,4967.2007
7289,835.55396
7292,2605.7988
7293,3495.5498
7294,774.0935
7296,5183.7793
7298,1096.7229
7299,1917.4663
7304,5127.188
7305,1342.9531
7308,2322.6218
7309,2046.6454
7310,1128.6
7311,2956.2095
7312,1895.6941
7317,1462.4424
7319,9247.064
7320,3485.3892
7329,4903.154
7330,4819.177
7331,4105.014
7336,1087.5886
7353,3329.9736
7358,3248.516
7363,3995.7305
7365,4652.214
7366,999.874
7374,3658.8362
7377,1560.7252
7378,3048.6272
7382,1547.1233
7388,2114.5625
7398,3084.2822
7400,1878.5171
7411,1480.436
7426,2456.0771
7434,7175.2427
7436,832.39307
7442,1175.1862
7443,1513.4601
7464,2001.6833
7470,2533.6216
7476,900.076
7478,1024.0283
7479,1394.8187
7480,2168.228
7487,2013.4069
7495,3001.0554
7498,1383.6625
7507,5190.223
7525,5994.5522
7527,1087.9027
7528,1321.6465
7533,1183.333
7535,3439.4033
7536,774.0935
7537,3028.007
7544,1470.2518
7552,2486.9119
7553,2894.502
7554,2377.364
7555,1700.3136
7556,6905.2837
7560,2093.2974
7564,4067.922
7570,1248.5549
7571,1068.7219
7573,1322.8231
7574,1636.2224
7575,1254.6035
7592,1578.9712
7595,3685.2788
7596,1734.9985
7601,2799.626
7608,1945.1699
7610,1105.3828
7613,2134.3247
7623,3269.5776
7630,1158.5022
7638,895.43774
7643,774.0935
7647,3882.9124
7671,864.548
7672,2124.2896
7676,1943.1699
7682,862.71326
7689,2714.5151
7691,1672.7195
7695,2894.6138
7705,1615.4121
7707,4274.147
7709,2011.8065
7710,8785.949
7714,2651.3396
7716,3389.5144
7717,2603.8892
7718,2211.167
7719,1891.144
7720,1419.2706
7723,1413.763
7727,4224.8364
7728,1513.1094
7737,2245.752
7745,2302.967
7747,6342.876
7751,1921.0808
